,T_obs,T_near_future,T_long_term
821,298.60437,296.79404,305.691
822,296.58627,296.37173,301.85333
823,299.02243,301.36816,297.70807
824,301.01447,303.6163,298.99118
825,301.54147,304.81213,301.61636
826,300.9724,304.77808,303.2985
827,301.7754,304.8797,304.39838
828,300.88123,303.50983,306.0569
829,303.01184,302.80704,307.32202
830,301.4858,302.75385,307.3296
831,297.513,303.5853,305.57236
832,299.63412,300.80756,305.57153
833,301.2454,299.49152,302.15512
834,302.50198,298.84485,299.98495
835,303.65848,299.33502,301.68732
836,302.74063,299.88052,302.93878
837,303.97232,300.2707,301.21506
838,301.68954,301.18542,300.81073
839,300.87177,303.51538,302.2582
840,302.0857,301.78964,305.18756
841,295.897,300.36774,307.6735
842,297.65628,300.00757,307.8802
843,300.8303,299.4669,303.87024
844,299.82657,299.56235,307.0095
845,300.09305,301.22116,308.79462
846,299.90237,301.43448,307.9147
847,299.91364,302.817,306.3012
848,301.63858,300.24866,305.50763
849,303.51636,294.313,304.2166
850,299.23856,295.59174,304.1897
851,294.8927,300.39215,301.53802
852,297.03036,303.43414,299.93677
853,300.90848,306.01068,300.00674
854,303.04025,305.1449,300.36688
855,304.05228,306.35266,302.07605
856,300.13748,306.97836,303.456
857,297.86713,302.79254,305.16644
858,299.06686,299.92743,305.98032
859,301.53024,303.95953,302.7459
860,302.96152,306.48618,303.86353
861,302.51913,302.72836,304.02365
862,302.73233,299.38666,304.95743
863,300.4442,295.49945,307.30798
864,297.66934,295.4139,308.43152
865,298.4504,294.31903,307.09418
866,298.90872,294.25873,306.96704
867,298.11758,296.82916,306.30893
868,298.5499,297.09918,302.77716
869,298.73227,296.902,301.33575
870,299.93552,296.90762,299.54605
871,301.5776,297.84644,297.54175
872,298.85306,296.57416,305.86777
873,300.54132,295.97052,304.33368
874,297.20923,296.1033,304.06534
875,295.09106,298.33334,302.4684
876,296.80713,297.53397,303.47638
877,295.3587,298.76596,300.80475
878,296.20374,298.30292,296.04846
879,298.65408,297.97577,292.63068
880,299.1752,298.0934,295.53595
881,300.8611,297.66278,298.96112
882,301.14536,294.40472,303.1983
883,301.5107,295.7376,304.01764
884,299.84555,297.94443,303.85513
885,297.34305,299.34833,301.05084
886,299.05087,299.82617,297.61285
887,299.6904,293.71237,298.24026
888,294.2656,291.86728,301.16205
889,295.31845,297.4799,301.33075
890,296.75266,298.7215,301.55698
891,297.39755,300.82797,305.2526
892,297.04816,303.88312,306.62558
893,298.11227,303.73752,306.94815
894,300.42883,304.8745,307.6341
895,300.71957,303.5307,308.11798
896,298.97623,301.29465,305.76236
897,297.48813,302.07062,304.79578
898,298.06607,301.1639,301.798
899,298.05722,300.94427,302.18082
900,298.85425,300.43448,303.19073
901,299.2664,304.50735,304.77655
902,298.5742,303.09427,299.84048
903,294.89682,303.8555,299.8219
904,295.5482,301.44385,302.4773
905,297.01086,299.15475,305.63965
906,298.72162,299.16498,307.18475
907,300.0167,300.75082,307.53815
908,300.8078,302.65323,305.20377
909,298.80807,301.1405,305.25653
910,295.3439,296.00107,305.15292
911,293.57986,299.14532,302.93445
912,295.21243,302.68622,301.19653
913,297.2311,299.33823,299.85342
914,299.82303,296.79755,303.28094
915,296.89243,298.2146,306.62704
916,298.6316,299.5569,305.61838
917,300.10962,301.74182,300.84198
918,299.21252,303.15555,295.75787
919,292.2836,303.6441,297.83228
920,289.38437,303.2269,300.46695
921,293.11502,304.3723,303.50906
922,295.3309,302.20197,304.92422
923,297.45792,295.91193,304.78543
924,297.41415,291.9364,306.09906
925,297.1139,295.17032,305.66577
926,296.42343,297.51202,304.04883
927,299.09525,300.51068,304.16827
928,301.18503,300.92688,301.82855
929,302.88806,300.40738,299.39288
930,300.85635,302.79288,300.9776
931,300.8291,302.7376,304.15692
932,297.54855,298.65436,302.93515
933,295.9574,296.2705,305.2036
934,302.61685,292.78366,306.4599
935,302.72583,293.2646,308.391
936,300.23636,296.11542,307.8593
937,297.8707,297.53305,306.67642
938,300.128,298.67136,306.0538
939,300.89426,297.9598,304.61966
940,300.2316,297.41995,306.90823
941,300.07117,294.727,307.5275
942,298.6701,294.60315,307.24
943,298.09805,296.39008,307.52377
944,297.56213,298.03204,307.64005
945,296.27655,299.93378,308.3492
946,296.38968,300.30087,306.15155
947,296.71002,299.0666,299.16223
948,297.2311,292.69144,298.46783
949,298.2532,294.54596,303.54874
950,299.57846,298.95816,306.33255
951,299.1705,300.19077,307.76694
952,297.58466,301.225,307.76816
953,299.24036,301.17123,306.56488
954,300.36426,300.01196,305.24188
955,299.55655,299.0379,304.5187
956,299.8704,299.04706,305.1424
957,298.17978,297.85992,307.06424
958,295.65714,294.2547,308.8205
959,294.50186,292.26117,305.28833
960,294.37927,296.64883,298.76288
961,296.42935,300.1443,300.29926
962,290.89203,290.53186,300.05972
963,294.72684,295.19064,299.83624
964,292.4968,293.6547,295.8286
965,293.90848,297.20468,297.78473
966,296.81424,299.6621,301.31158
967,295.9651,300.17255,301.3654
968,293.91028,300.49417,300.0366
969,294.13828,302.30865,302.15152
970,293.67105,302.23737,302.03326
971,293.87653,300.24335,302.86896
972,294.2792,299.22574,300.95834
973,291.91885,301.24023,300.86115
974,290.94885,302.63867,301.977
975,292.39197,302.71112,303.6225
976,294.59598,296.61288,298.9012
977,296.7503,294.6751,296.82666
978,297.6788,296.0698,298.30734
979,295.38657,299.1203,298.89975
980,293.82974,302.19995,302.8163
981,295.41617,302.30182,304.26495
982,297.43542,304.62805,298.88565
983,297.6403,305.59946,296.5451
984,295.46707,307.13123,298.96597
985,294.75412,302.2133,300.70917
986,294.22412,299.02737,303.23682
987,297.60242,302.34622,304.8981
988,297.63736,302.2435,298.84662
989,289.6165,302.90625,292.55313
990,289.35596,300.43262,293.5889
991,293.4164,298.3156,296.61896
992,297.25244,297.68976,297.31503
993,296.6443,293.69028,299.11664
994,296.29196,294.74042,299.95917
995,297.285,297.13776,299.03488
996,296.76572,298.96515,300.50702
997,296.13327,300.49756,301.73053
998,295.6921,301.7684,301.99326
999,296.8036,301.03442,301.6236
1000,299.26523,298.65512,303.74713
1001,297.76706,299.414,304.39233
1002,297.17786,302.3389,305.02203
1003,296.33875,304.32446,305.79932
1004,293.71606,301.47443,306.33972
1005,294.6499,298.37402,304.52078
1006,296.12613,296.41245,300.8372
1007,296.57617,298.34097,298.3602
1008,290.60837,301.46875,299.0857
1009,291.76547,301.2525,301.9502
1010,293.96948,299.21515,303.73593
1011,297.31345,298.85773,305.3518
1012,298.83295,298.90887,302.81543
1013,296.53415,301.95465,301.42102
1014,294.5563,304.53464,298.8487
1015,297.1749,299.94922,293.47992
1016,295.51028,296.79218,295.24292
1017,294.36093,295.7331,296.56702
1018,295.0958,297.9463,298.2346
1019,295.03952,299.41766,299.6783
1020,295.65775,300.41644,300.0179
1021,294.21463,301.3125,300.12363
1022,291.0815,303.27963,300.31384
1023,292.14206,302.00287,301.55182
1024,292.56308,301.14948,303.9125
1025,295.1088,302.46936,306.38687
1026,296.50928,304.10043,299.77988
1027,297.01382,302.98203,295.55038
1028,294.898,301.46564,294.9012
1029,292.93143,300.15997,297.5373
1030,295.3469,301.87183,299.22745
1031,296.86755,300.6906,300.76138
1032,296.73254,300.8968,303.14285
1033,296.91257,302.05154,297.94205
1034,294.37454,300.9815,294.4241
1035,293.76462,298.31378,296.4358
1036,291.76193,300.56363,299.5603
1037,287.8649,303.41913,302.54678
1038,289.34885,303.9135,303.53946
1039,293.0854,302.5719,304.5555
1040,294.43552,299.31757,305.13538
1041,295.56894,300.20782,305.74127
1042,295.9236,300.28693,302.86597
1043,296.9617,300.84937,301.0289
1044,296.6431,300.2636,300.74512
1045,295.2438,300.25482,300.93167
1046,291.87207,301.55914,299.65118
1047,293.06882,300.58466,298.30215
1048,295.89993,301.11758,298.6586
1049,298.69495,302.82648,299.62396
1050,297.91153,302.93774,300.3496
1051,294.16785,299.35492,301.15906
1052,297.73743,302.2468,294.3925
1053,298.69083,300.0687,296.23703
1054,297.91153,296.68488,296.81567
1055,299.72888,296.93326,296.20416
1056,299.37003,300.35,294.507
1057,300.29202,301.64276,297.8942
1058,296.78702,302.79272,301.2072
1059,298.25204,301.13068,298.11813
1060,296.99783,299.95795,298.1088
1061,296.34824,297.9275,299.80997
1062,296.52765,296.58353,300.50604
1063,293.12686,297.5771,302.36548
1064,295.27225,299.0048,304.34006
1065,295.70688,303.2583,296.94403
1066,294.9507,304.09384,296.65112
1067,296.72662,304.124,301.7281
1068,297.04758,299.61557,303.77722
1069,298.35803,296.52197,305.5949
1070,300.0972,296.53845,306.2145
1071,299.23502,298.96582,304.94983
1072,299.89645,300.52734,302.81348
1073,298.28577,300.9349,300.95444
1074,300.04153,302.50128,300.92407
1075,299.01175,297.53082,300.5109
1076,296.92676,298.6981,300.8338
1077,291.84305,303.32217,301.04266
1078,293.0143,303.58728,304.0377
1079,296.5543,302.41507,305.04648
1080,298.68192,300.67862,301.4789
1081,298.27158,294.1777,298.41608
1082,297.79666,292.83282,300.40445
1083,295.4724,295.2867,301.02716
1084,292.87814,298.92395,300.2146
1085,291.61328,300.79916,303.3894
1086,295.4955,299.90033,305.75928
1087,297.22757,301.65857,306.2114
1088,296.65555,303.47437,306.61237
1089,296.66562,304.71313,308.05438
1090,297.3555,304.45395,308.61627
1091,298.33963,303.7462,303.32666
1092,298.04715,302.6351,300.33563
1093,297.11682,302.57327,301.31937
1094,297.48044,300.48816,302.05084
1095,296.83203,296.7431,305.09375
1096,296.82077,295.29144,305.96085
1097,290.04343,297.4134,304.41083
1098,292.75378,301.2217,300.94217
1099,295.45047,303.97012,300.2762
1100,298.09805,303.6983,300.4641
1101,299.73007,301.45667,305.79523
1102,299.93616,297.8939,308.50177
1103,299.44464,296.72464,306.95926
1104,299.50742,300.4466,304.5031
1105,298.1235,303.9219,304.37817
1106,297.24356,304.84308,302.43695
1107,296.94095,305.6419,303.4589
1108,297.29453,304.95563,303.29984
1109,298.15195,306.98505,295.4179
1110,300.5585,308.36713,296.72076
1111,297.5894,307.52768,300.20187
1112,295.64352,301.28058,302.1079
1113,296.57382,299.33096,304.54037
1114,298.0815,299.35614,305.8183
1115,297.06473,300.85413,306.4439
1116,298.08383,302.29382,306.1719
1117,298.207,304.21085,303.26334
1118,297.93225,305.11118,304.00888
1119,299.18942,302.26245,304.46848
1120,300.62662,299.96988,303.9942
1121,300.74622,300.4962,305.03677
1122,298.5238,297.06494,305.03122
1123,295.31903,296.71616,306.00974
1124,294.84827,300.55396,307.4737
1125,295.36047,303.84772,305.45108
1126,295.84784,305.8187,303.32764
1127,294.75528,305.4523,301.3927
1128,296.8788,304.41415,298.00485
1129,298.20938,304.69183,298.58432
1130,299.3558,298.4225,300.58615
1131,300.64377,296.07224,303.961
1132,301.42126,297.2814,305.97867
1133,301.6451,298.48297,306.0144
1134,291.51913,299.2228,302.62885
1135,289.896,299.45908,300.15936
1136,292.73306,298.71277,299.11017
1137,294.88736,298.01236,297.09488
1138,294.085,296.17734,296.19928
1139,295.38004,298.3626,298.21997
1140,294.3325,300.0595,298.41522
1141,291.99167,301.64795,298.29028
1142,293.7279,295.6079,297.19598
1143,294.4444,299.64783,300.5539
1144,294.76596,301.28925,302.44635
1145,296.41098,304.2352,300.54507
1146,298.04712,302.14554,301.21936
1147,295.68558,296.5098,301.59637
1148,295.16153,296.14413,300.71967
1149,297.77298,295.85443,301.65134
1150,297.45914,291.97275,301.9321
1151,295.81467,293.5855,302.11993
1152,293.7812,296.5728,297.08527
1153,294.3248,295.33954,295.79816
1154,295.84665,297.64893,298.7576
1155,298.1472,297.2299,300.70667
1156,296.4791,297.17114,302.4408
1157,297.22342,298.11362,298.32852
1158,295.1538,298.21136,296.56143
1159,295.41202,299.81415,296.82892
1160,296.95813,301.36832,299.61334
1161,298.93124,303.56696,301.39316
1162,298.64047,305.11276,299.0162
1163,299.08813,304.46246,296.73367
1164,299.82303,300.06894,299.24347
1165,297.93817,296.57355,301.9116
1166,297.34958,298.39337,299.2785
1167,297.78952,301.04434,297.49307
1168,298.29703,302.80072,299.81732
1169,298.36868,306.23962,302.75934
1170,299.6217,307.3505,300.66666
1171,300.19373,306.63556,299.3981
1172,298.3527,298.85422,298.29907
1173,296.29788,296.54413,298.49286
1174,294.06424,298.16205,296.63177
1175,294.98154,300.2917,300.56064
1176,296.8622,303.84918,304.6553
1177,299.05972,306.28204,304.92456
1178,300.75626,304.9221,301.79556
1179,301.5569,304.08942,296.5458
1180,298.13715,305.89944,296.65704
1181,297.25598,300.69766,300.49957
1182,295.86325,296.69196,300.10748
1183,298.36453,300.95703,298.74786
1184,300.20737,304.39658,298.58136
1185,300.8925,301.62457,299.1673
1186,301.7878,299.8064,298.6228
1187,301.61905,301.3079,300.8632
1188,301.0737,303.12726,298.0228
1189,299.52457,301.73257,302.02606
1190,292.7828,298.21985,304.491
1191,294.00858,298.48834,304.4084
1192,295.95975,297.8542,304.42682
1193,297.60007,298.05328,305.88635
1194,299.42688,298.08157,306.8591
1195,301.28568,299.70416,308.02554
1196,301.72507,303.7705,306.93304
1197,301.11096,301.09076,298.39716
1198,297.38748,299.0141,294.17322
1199,297.17725,296.4773,294.03726
1200,298.52914,295.9722,295.81952
1201,298.8359,298.7753,298.21246
1202,298.2615,300.86215,300.9144
1203,297.82565,302.12543,302.0689
1204,297.6652,303.73404,303.86856
1205,296.23453,305.21332,304.9711
1206,297.0144,304.74298,305.74005
1207,299.04434,303.17526,303.5514
1208,299.13553,304.67126,300.98138
1209,299.373,304.84854,304.1625
1210,297.00967,300.2137,304.7606
1211,290.7795,300.6243,305.66766
1212,289.63132,302.67438,303.0746
1213,291.6174,300.3498,301.5355
1214,295.399,300.5401,303.60147
1215,298.22418,298.79242,301.0698
1216,298.26328,296.51782,294.5661
1217,297.9672,297.88614,293.34628
1218,299.16397,300.87134,296.61438
1219,300.3773,303.27142,302.4086
1220,299.96634,302.1444,304.10162
1221,298.22833,300.47144,299.57693
1222,296.91553,299.4305,301.98264
1223,298.23544,296.64935,304.5358
1224,295.47775,304.03754,302.1932
1225,291.5203,306.5227,296.06122
1226,293.72195,307.5712,295.92734
1227,295.87152,308.08554,299.2709
1228,296.7408,307.70224,298.98953
1229,297.19205,306.04486,294.8196
1230,297.97015,304.6136,295.59744
1231,299.48254,302.1377,297.47485
1232,297.53018,299.9339,298.16006
1233,289.41812,293.83487,300.34702
1234,294.0684,297.11255,300.04507
1235,298.77014,299.63724,299.2552
1236,295.94675,299.49277,298.8459
1237,290.5077,296.08444,299.02682
1238,291.75064,293.65057,299.91815
1239,294.46396,294.87512,300.9215
1240,297.21042,296.87296,302.72864
1241,297.97488,300.54697,303.10336
1242,295.55826,302.95984,298.7133
1243,296.2227,302.80438,297.7108
1244,299.75552,302.93628,299.55753
1245,296.48264,302.53082,301.22885
1246,294.99512,302.69745,302.1869
1247,291.8857,305.1944,305.1945
1248,291.80338,306.89703,304.49902
1249,295.3765,302.74014,303.98022
1250,296.3032,301.03564,304.2095
1251,297.7505,299.90945,301.94284
1252,291.97922,294.71637,301.181
1253,291.02823,298.21686,302.56586
1254,293.35306,303.25653,302.51083
1255,297.56985,303.4305,303.6082
1256,300.3915,303.15656,301.2981
1257,297.35962,303.88492,304.12784
1258,296.16525,297.6514,307.50983
1259,296.89835,296.4556,306.11896
1260,296.58688,298.94528,305.78217
1261,292.07162,301.70697,307.31244
1262,293.51413,304.25406,308.06866
1263,296.23215,301.9096,308.64377
1264,296.61884,298.60333,305.73016
1265,293.9825,298.2539,301.5192
1266,294.35324,293.84253,300.2662
1267,296.43408,297.87518,301.9206
1268,298.87912,302.142,300.94855
1269,300.01666,301.55682,298.54974
1270,298.61325,301.5757,297.90356
1271,295.8893,298.71036,299.1469
1272,292.56665,298.1827,300.72913
1273,294.4474,300.22534,302.68356
1274,296.46664,301.49603,304.64618
1275,298.2372,303.05487,305.79565
1276,297.21518,301.7468,306.60394
1277,298.67307,300.43472,304.45642
1278,298.97803,301.62598,304.1137
1279,294.26556,302.1494,303.23117
1280,295.74777,305.041,304.20605
1281,298.48474,306.12457,304.5394
1282,300.86703,303.50803,298.68634
1283,301.3348,303.775,300.09656
1284,294.56284,302.2783,300.8934
1285,294.62384,299.8954,302.6905
1286,297.94644,301.2123,304.2553
1287,296.1984,303.16803,305.74887
1288,294.2703,300.67,298.05878
1289,294.41953,299.12848,300.5956
1290,296.67862,301.2851,304.89844
1291,297.57043,301.95355,307.53494
1292,299.8935,302.3719,305.866
1293,300.5668,300.5678,303.5343
1294,300.70593,302.6348,303.99203
1295,300.28137,305.56085,304.65033
1296,298.47055,304.87872,305.716
1297,299.08463,302.2706,305.76303
1298,297.43723,296.94086,305.9831
1299,291.3409,294.38364,307.15625
1300,291.50314,296.00104,307.61115
1301,293.46616,293.8912,307.55972
1302,296.17944,293.54987,305.50116
1303,294.88736,297.12857,300.11334
1304,293.34003,298.44434,302.4519
1305,293.8635,299.7786,304.2292
1306,295.2089,302.0009,303.51715
1307,295.5204,303.1076,305.53555
1308,296.32986,303.2127,306.1314
1309,297.25186,304.4644,307.51135
1310,295.88162,301.39917,309.7359
1311,291.55643,295.118,307.56964
1312,293.99023,296.13388,306.54092
1313,296.39856,297.79816,306.77252
1314,298.75122,298.3777,300.12515
1315,298.77197,299.97052,297.60126
1316,298.92294,303.37433,297.24518
1317,298.4486,303.95898,297.6812
1318,297.43008,297.7539,298.0235
1319,297.59,297.0246,299.4256
1320,297.46326,299.0655,300.77145
1321,298.09274,301.17133,302.24377
1322,296.85333,298.33603,303.5621
1323,299.4109,295.80157,294.73877
1324,299.84555,296.5993,295.77994
1325,297.0659,296.95474,295.27728
1326,292.6525,298.0751,297.3869
1327,294.59363,298.358,298.27203
1328,296.29965,297.54428,300.22906
1329,297.876,298.69482,297.7646
1330,299.70935,301.3388,296.84848
1331,301.63684,303.591,298.78812
1332,303.69934,305.3195,299.1185
1333,303.39615,304.92822,297.97803
1334,304.8061,303.02402,296.59418
1335,301.54623,304.61212,295.86182
1336,299.48373,305.84204,295.22186
1337,299.7964,305.64703,295.40924
1338,297.9216,303.32294,298.5488
1339,296.85452,299.07632,301.56873
1340,295.11417,298.0214,303.0116
1341,295.96036,300.46988,299.68488
1342,298.39117,298.47647,298.63275
1343,298.2532,297.1183,297.2599
1344,299.94974,301.32138,299.16534
1345,301.7908,304.9909,298.62784
1346,302.168,304.72855,293.1608
1347,301.7227,305.02124,293.20517
1348,301.11392,304.8148,297.67578
1349,300.71304,303.8897,302.72165
1350,299.61105,300.93033,305.03204
1351,299.96277,299.2802,305.23636
1352,301.1276,295.12973,304.84018
1353,302.61093,298.62778,301.83466
1354,303.0592,300.9452,301.4151
1355,299.79166,299.84576,301.10352
1356,299.18884,300.37408,295.36932
1357,299.07986,300.70395,296.5898
1358,299.12607,300.46124,300.01797
1359,297.13107,301.95416,302.33197
1360,298.43857,303.20572,302.82806
1361,299.81772,301.07626,299.69794
1362,293.78177,299.2675,298.2576
1363,292.06747,298.36652,297.22516
1364,293.14935,300.6548,297.2986
1365,295.17276,302.34067,299.01685
1366,296.83676,301.386,302.13577
1367,298.66592,301.6005,303.97992
1368,299.61697,300.9844,300.95712
1369,297.06592,301.31622,299.2188
1370,292.96814,304.4372,296.08862
1371,295.139,304.61627,298.15347
1372,296.90543,305.14236,300.31262
1373,297.80258,304.3909,302.50967
1374,298.2852,299.99728,304.18393
1375,299.02005,298.79776,306.22775
1376,299.19592,300.3779,306.43774
1377,297.1506,300.6067,306.85675
1378,294.65167,302.31055,307.80774
1379,297.5527,304.2978,308.24554
1380,297.27438,305.83295,307.41156
1381,293.93753,306.30762,306.40576
1382,294.37216,306.64944,304.595
1383,295.60446,306.35138,301.63623
1384,298.647,305.5728,301.31943
1385,296.02017,306.0871,301.3217
1386,293.706,305.78574,302.14587
1387,294.2253,300.1749,302.5475
1388,295.32733,298.5087,302.35483
1389,292.6786,299.23407,301.85358
1390,295.99707,301.75586,302.85895
1391,298.16617,304.63324,305.789
1392,297.82626,303.5844,308.12344
1393,297.25717,297.6895,308.54608
1394,297.12573,299.22833,307.7221
1395,298.24017,302.53278,308.03033
1396,298.29587,300.75604,306.98895
1397,298.74234,298.47272,306.89093
1398,298.68845,298.95822,308.35037
1399,298.65765,301.2096,306.47504
1400,298.0673,303.09882,305.38254
1401,295.852,303.64038,308.69516
1402,292.3375,304.29474,307.78964
1403,294.76004,304.57098,305.98373
1404,298.04004,303.77106,299.78287
1405,298.47885,303.31656,295.0428
1406,292.61227,302.36676,295.58975
1407,292.21786,300.39542,296.81854
1408,293.9174,299.39557,297.5717
1409,295.20535,298.12988,300.19366
1410,295.83957,300.24554,302.079
1411,295.714,303.54858,303.0185
1412,296.4844,305.98273,302.77148
1413,296.21262,296.102,289.63055
1414,297.77237,296.13312,292.0997
1415,298.60556,297.35907,295.41153
1416,300.69055,300.19073,297.62997
1417,301.22528,299.3725,298.56332
1418,301.88733,299.3074,302.76404
1419,299.37772,299.39435,304.93475
1420,291.72046,300.28174,300.91757
1421,293.56326,300.961,297.97064
1422,297.7114,295.99835,295.82047
1423,296.74973,289.57608,295.2551
1424,296.08707,291.61594,296.1053
1425,298.06906,297.3563,299.56104
1426,298.43146,299.00806,301.37823
1427,300.31628,299.6484,300.5469
1428,303.63596,298.677,299.56964
1429,301.81625,300.92438,300.69055
1430,304.56686,302.53754,303.00363
1431,301.4941,304.45087,302.4438
1432,303.04916,305.57672,303.98654
1433,300.115,306.0392,303.88504
1434,294.85477,306.69342,303.14777
1435,295.2373,307.4663,304.40128
1436,296.82666,307.12393,302.4441
1437,297.20862,305.44672,299.4493
1438,296.58093,304.10123,298.36652
1439,296.77695,305.2016,301.84235
1440,297.73978,305.2332,302.273
1441,298.83533,305.36972,302.64105
1442,299.52872,302.42126,304.2351
1443,299.16748,302.5286,300.17477
1444,298.83115,305.1957,294.7824
1445,300.883,308.54678,296.497
1446,302.8016,310.00336,300.74722
1447,297.8541,310.0976,302.54974
1448,296.13147,307.19684,304.34344
1449,296.9025,304.33133,305.5714
1450,298.6375,299.79565,305.2741
1451,298.7092,296.94254,302.2781
1452,298.0862,297.01352,295.6385
1453,301.11868,298.381,296.45798
1454,299.4701,301.76535,300.3214
1455,295.52274,302.04562,304.91702
1456,295.22842,299.30475,306.31964
1457,294.0743,297.83817,305.00192
1458,296.1877,297.9586,301.14023
1459,296.80832,298.02084,300.06094
1460,295.97635,298.20767,302.14594
1461,296.1558,295.61288,299.91666
1462,296.79056,293.34128,299.94434
1463,296.95813,294.02502,301.0559
1464,298.13834,297.86188,301.73138
1465,299.72058,298.66864,301.46072
1466,297.26193,296.0143,300.88892
1467,296.2612,298.91016,301.27676
1468,297.73804,303.23627,302.32245
1469,298.58896,303.8155,303.24265
1470,297.72025,301.56525,302.04828
1471,298.3124,301.1225,302.98096
1472,299.19888,299.8444,306.1385
1473,300.5354,299.89655,303.52176
1474,299.2534,302.69714,303.45374
1475,297.45795,304.1828,304.76538
1476,296.94214,301.74725,305.16107
1477,297.77176,301.1856,303.15887
1478,297.86298,299.29224,301.8264
1479,297.04874,293.8527,300.51544
1480,294.93234,294.80325,300.36703
1481,299.32443,300.22992,300.7458
1482,298.6251,301.0766,302.51294
1483,298.0442,304.4125,303.73325
1484,295.03952,305.32013,303.10245
1485,289.99783,304.30743,302.42096
1486,293.46674,305.5041,301.54135
1487,296.00656,301.3111,301.80487
1488,296.90427,301.31638,302.07468
1489,298.3148,304.96066,301.56616
1490,300.51706,301.17484,298.81555
1491,301.18323,296.75305,298.93707
1492,300.47977,296.83484,303.2923
1493,301.29102,298.12967,298.8186
1494,299.87396,298.74692,292.7492
1495,297.5586,298.53537,294.51593
1496,301.21402,298.652,297.36887
1497,300.06998,298.30975,297.75922
1498,294.27386,298.636,300.6938
1499,296.0314,299.63388,302.6901
1500,298.75714,302.0176,300.17133
1501,299.89114,302.45462,299.25128
1502,298.09567,300.1543,299.90204
1503,296.0587,299.2166,300.2907
1504,295.61334,292.4369,301.91397
1505,298.5108,291.7147,299.4805
1506,297.32767,294.96634,299.10138
1507,295.98047,296.27985,299.04074
1508,294.5273,300.14337,301.39423
1509,293.52005,300.52155,300.31277
1510,291.83948,298.1794,299.82233
1511,293.11618,298.19476,303.21225
1512,293.59644,299.43695,302.5633
1513,293.025,300.02084,301.00162
1514,292.72122,296.52704,299.5504
1515,291.8904,295.54477,298.4754
1516,292.4352,295.5917,297.37286
1517,295.99057,296.44858,299.1668
1518,298.22836,297.1709,301.4004
1519,297.44434,298.98773,302.36926
1520,295.42563,302.0936,302.11343
1521,297.26193,297.46713,301.26968
1522,297.1737,293.2331,301.67645
1523,297.5142,297.096,300.9437
1524,296.74973,299.4454,300.7863
1525,297.84048,302.21988,301.83188
1526,299.12546,303.9959,303.56696
1527,299.9332,301.6181,305.20786
1528,299.8414,294.80905,304.73724
1529,298.69913,296.94357,300.98248
1530,298.74527,303.43066,301.7746
1531,298.44507,299.21234,304.88004
1532,301.44498,290.8258,306.8338
1533,301.31113,291.88623,305.40088
1534,299.3493,297.0594,303.37933
1535,297.48575,299.94733,298.15765
1536,297.8245,299.97574,302.1108
1537,299.71347,298.43143,303.2005
1538,300.58517,295.6113,298.1834
1539,300.06937,293.37384,302.17883
1540,302.30243,295.52142,304.58292
1541,300.15585,297.99234,306.5371
1542,297.17014,300.50473,307.57428
1543,298.509,301.70697,308.14252
1544,299.0769,298.91058,307.80344
1545,299.97757,296.51447,307.017
1546,301.5344,295.3544,307.32718
1547,298.58423,298.6187,305.1839
1548,298.65054,299.36298,300.3492
1549,299.74722,299.5861,300.28525
1550,300.63785,300.3915,301.04416
1551,300.78766,299.59647,302.7457
1552,299.20065,300.11295,305.63956
1553,300.04745,300.89426,305.5135
1554,299.5311,300.2442,304.5147
1555,299.4233,299.99994,305.3891
1556,298.71747,299.32355,304.3169
1557,299.6199,302.84015,302.32846
1558,299.5281,301.0942,302.643
1559,299.7419,299.17444,303.5882
1560,301.62674,299.0639,302.5733
1561,301.5184,299.0743,299.6164
1562,301.96313,298.78656,297.96555
1563,298.9715,299.22968,300.28378
1564,297.74332,300.59583,302.42902
1565,299.78217,300.4698,304.54813
1566,303.40976,301.0073,306.1541
1567,297.2163,301.753,306.6917
1568,297.88663,298.91907,302.7443
1569,298.79208,296.05185,298.06787
1570,292.33926,296.2757,297.31244
1571,291.38766,299.24335,300.78513
1572,294.0311,302.04544,302.99945
1573,297.6735,302.9314,304.93814
1574,300.3992,305.06635,306.33603
1575,297.03275,304.8166,305.1415
1576,292.7153,305.12363,304.53854
1577,293.67398,305.502,305.36285
1578,296.51816,304.8422,306.83145
1579,298.74945,304.77386,305.46484
1580,299.56128,302.33588,299.95425
1581,299.66373,300.9992,298.374
1582,299.37537,298.9119,300.9406
1583,299.3629,299.43668,297.9884
1584,294.8607,299.6386,296.0106
1585,289.9635,300.20917,297.81696
1586,293.75278,300.48718,302.77963
1587,297.35074,301.64224,305.64056
1588,298.97922,301.54132,304.56097
1589,299.41977,301.33722,300.3181
1590,301.4888,303.07916,299.53012
1591,300.26538,300.41864,302.552
1592,297.86002,294.27045,304.33743
1593,297.30457,294.0883,305.12668
1594,293.73145,294.9866,297.39893
1595,294.143,294.3399,297.96216
1596,291.51556,294.16693,296.1487
1597,293.0724,295.1351,297.64783
1598,294.72037,297.72565,300.64584
1599,297.39517,297.51773,301.8466
1600,296.2499,295.97476,299.7979
1601,296.74734,291.81107,296.5163
1602,297.2489,292.10468,300.1581
1603,296.5596,293.7929,299.7958
1604,296.925,297.15985,300.40714
1605,294.60608,300.58945,301.4078
1606,293.67343,300.64664,300.42633
1607,292.5708,297.67392,297.7894
1608,292.60043,296.3985,294.53223
1609,291.85727,294.0416,297.68518
1610,290.85117,294.4311,300.34027
