,T_obs,T_near_future,T_long_term
1611,292.92847,296.42212,302.16876
1612,296.65378,298.11737,304.44348
1613,296.41748,298.27023,300.93634
1614,292.56076,298.32367,300.3528
1615,290.137,297.1054,303.23892
1616,289.59814,295.86203,303.41812
1617,292.34164,296.64117,304.6348
1618,296.05862,299.3904,305.36588
1619,299.6963,299.80023,305.01138
1620,297.3099,298.07306,303.00375
1621,297.163,296.92166,302.7723
1622,298.342,298.26547,302.00046
1623,295.85553,299.39764,299.97922
1624,292.83194,299.62946,300.32938
1625,288.94205,299.66635,302.49652
1626,289.9558,300.9568,302.3904
1627,293.65268,301.37384,301.41733
1628,295.93726,299.9924,302.1343
1629,297.3922,298.31976,303.06537
1630,294.98447,298.6254,303.1381
1631,290.66464,298.3694,303.38245
1632,292.07516,295.74664,304.15436
1633,293.0777,293.68146,302.18607
1634,295.49728,296.2757,299.56494
1635,297.29453,301.01944,294.39166
1636,295.96982,303.28778,294.73056
1637,295.47656,303.48615,296.7974
1638,296.09775,302.21173,298.08618
1639,295.2551,302.13785,299.3225
1640,295.06973,301.21048,301.13373
1641,295.29,300.66788,301.64224
1642,292.6448,300.61142,299.98956
1643,294.4924,302.44467,300.94623
1644,298.25497,302.2611,300.61865
1645,299.48434,301.4945,299.6513
1646,292.91904,300.39203,298.53818
1647,292.68448,301.3244,297.77765
1648,295.926,302.96295,299.2882
1649,295.90527,304.01953,301.1979
1650,297.07007,302.8227,301.29288
1651,298.4297,299.3654,300.12808
1652,292.23917,298.04193,301.12045
1653,291.32486,297.29315,303.1025
1654,291.77255,296.05444,304.50494
1655,295.216,296.41382,302.00934
1656,297.05588,297.78925,301.0606
1657,293.88248,297.42853,301.44318
1658,293.2968,300.24976,300.7072
1659,290.98083,302.7538,301.00934
1660,293.92508,303.4675,299.61783
1661,296.02786,303.19965,297.69232
1662,294.78253,301.97986,299.44363
1663,292.51694,300.29193,299.7324
1664,293.20737,300.91544,298.67566
1665,292.91367,302.67325,297.5879
1666,290.50888,302.31747,296.66132
1667,290.8257,301.3235,295.68878
1668,292.14917,300.51004,296.39676
1669,295.28116,303.49164,297.6736
1670,296.51108,301.0892,299.82745
1671,297.0221,297.24054,301.0756
1672,297.6261,294.85376,302.44876
1673,296.6461,293.02124,303.80493
1674,293.4016,294.83078,303.15967
1675,292.07278,297.4603,302.35678
1676,291.76663,298.4645,303.45016
1677,292.06448,299.25455,303.19003
1678,291.98633,301.3015,303.1405
1679,293.24173,301.10913,303.0269
1680,295.4185,299.46518,302.21353
1681,296.75208,300.45587,302.85864
1682,296.67273,298.9253,303.3047
1683,294.7482,297.93756,302.13318
1684,299.20483,295.30154,300.2295
1685,299.3256,291.2768,298.6941
1686,301.46155,294.27478,296.72015
1687,300.89188,296.02155,297.27612
1688,293.97067,291.81696,295.3535
1689,292.8882,292.01367,297.18695
1690,297.68533,294.5373,299.0323
1691,299.6217,292.19815,300.72794
1692,295.34628,292.81732,299.06387
1693,297.0126,293.76974,298.81372
1694,299.61105,295.31885,299.99786
1695,300.88773,297.28888,301.47638
1696,298.42493,298.93604,301.12033
1697,297.452,299.45135,303.33316
1698,299.65308,299.14462,302.97125
1699,295.92126,298.80508,297.68866
1700,294.22647,298.35965,296.05008
1701,295.31607,296.82233,297.7882
1702,297.2933,298.43207,299.50366
1703,296.2659,300.37347,300.36407
1704,293.5508,299.63428,301.2954
1705,292.3588,297.5373,300.66312
1706,296.14807,296.385,298.70795
1707,298.45572,293.64413,299.81537
1708,300.68405,291.16797,303.55045
1709,303.0906,293.63763,304.06088
1710,303.7408,296.53613,300.08713
1711,299.28592,298.3476,294.5626
1712,298.25677,300.51138,296.83386
1713,299.3641,297.41284,299.6467
1714,298.6991,299.3868,300.41458
1715,297.46622,300.53476,302.26813
1716,300.1191,298.2104,304.35953
1717,299.40677,299.46127,304.47192
1718,300.1138,296.7248,301.03888
1719,295.68854,297.6342,297.67242
1720,294.38934,298.20395,299.16074
1721,295.89047,299.1391,303.31696
1722,298.09628,299.09308,304.82898
1723,293.1304,295.12872,301.46204
1724,290.70312,293.71005,298.2725
1725,294.4083,297.38495,296.6297
1726,297.20273,300.18982,299.75986
1727,297.5497,302.1654,302.42096
1728,295.14673,303.75098,300.5581
1729,295.03717,298.56815,302.62604
1730,297.79904,296.8616,303.64996
1731,299.92075,300.08722,302.51297
1732,297.76883,302.57135,297.37033
1733,295.80698,298.71808,296.70456
1734,297.24536,298.6153,299.55316
1735,298.62036,296.67957,302.64703
1736,299.0094,295.77353,303.8558
1737,300.16827,297.34955,303.09576
1738,298.51492,298.84814,303.24902
1739,297.9879,299.08295,302.47272
1740,296.84265,299.42682,300.263
1741,297.36972,299.93024,301.60242
1742,295.91888,299.60748,301.61954
1743,295.39365,300.17145,301.8001
1744,298.0377,299.92123,302.85287
1745,296.00595,299.6674,303.42462
1746,294.24484,300.30585,300.95767
1747,292.8894,300.70087,297.21158
1748,297.24118,297.85565,295.31448
1749,297.4094,295.61465,297.44324
1750,299.58084,297.35587,300.31268
1751,302.08865,300.39142,303.35046
1752,294.88736,302.6761,304.77982
1753,293.67343,304.42764,300.38116
1754,297.30396,305.14374,303.12512
1755,298.53152,304.60245,303.56158
1756,296.33875,300.40652,301.748
1757,296.51938,297.9413,298.86005
1758,298.07022,297.35223,298.89557
1759,297.82626,298.8195,300.8237
1760,299.61813,299.54544,299.8282
1761,301.1382,297.6411,301.38892
1762,301.65042,298.95233,300.80884
1763,302.22958,300.23486,297.96564
1764,302.76907,302.3264,298.74084
1765,302.56418,301.9547,302.0366
1766,301.41953,298.0822,303.94223
1767,300.83566,296.83096,302.45258
1768,301.55276,295.03375,296.3193
1769,301.82455,294.03525,295.97778
1770,301.5409,293.7547,296.29498
1771,300.597,293.4967,296.95538
1772,300.61536,293.60916,297.5536
1773,300.6047,294.41873,299.87103
1774,299.78574,289.90024,292.92456
1775,295.60208,294.43533,295.736
1776,296.7894,297.8105,296.71884
1777,301.23297,298.80173,297.37228
1778,292.91782,293.7934,297.34174
1779,289.81192,290.71515,297.59344
1780,293.3264,291.99646,297.14578
1781,296.54602,296.2705,297.69434
1782,299.1669,298.58524,296.68515
1783,299.56186,299.0466,297.9703
1784,299.07928,299.25793,298.68954
1785,296.53,298.32083,297.71112
1786,296.4696,297.34064,300.92484
1787,299.44168,298.9804,301.91348
1788,301.91928,299.17996,303.76373
1789,302.10938,298.86212,300.79987
1790,303.14212,301.49078,299.79297
1791,301.40115,303.19556,300.33957
1792,297.26666,302.1247,299.77997
1793,300.3696,300.73624,301.6001
1794,299.2913,302.44202,299.688
1795,296.3109,303.32056,297.68158
1796,295.80225,301.62094,298.44354
1797,300.31335,297.18384,301.24774
1798,302.73944,298.6364,302.6623
1799,305.734,298.65277,300.5248
1800,304.1162,296.0572,299.64948
1801,301.0642,293.80792,300.73566
1802,298.35092,297.66266,298.0143
1803,298.81873,299.95346,295.86383
1804,298.46695,299.35602,299.05524
1805,299.8396,298.33087,302.26254
1806,299.91895,298.5578,302.6919
1807,299.57193,298.48065,298.25284
1808,300.50815,298.12726,298.63535
1809,302.18753,297.6961,301.82684
1810,302.8987,296.34106,305.08682
1811,303.4133,300.14606,303.65167
1812,301.7227,297.5989,298.21936
1813,301.43668,295.55304,298.28827
1814,300.796,299.02386,301.2053
1815,301.1998,300.46323,302.14917
1816,302.2598,301.52518,301.30756
1817,301.2922,301.39883,301.46768
1818,301.1862,296.48273,300.30365
1819,300.536,294.86688,297.4947
1820,301.11453,297.44696,296.4909
1821,298.7749,298.46222,298.2203
1822,299.70755,296.267,299.9947
1823,302.2195,294.69855,302.13892
1824,302.86026,296.44272,303.59552
1825,302.38058,298.98544,303.44467
1826,296.82312,298.2079,303.34198
1827,298.18628,295.2282,304.89594
1828,298.56113,296.1923,306.79138
1829,297.36972,298.54144,307.28613
1830,298.7844,300.45224,303.696
1831,300.0001,301.64954,297.5993
1832,300.70474,301.7343,299.34457
1833,301.53497,299.42505,300.76605
1834,300.9517,295.98383,302.20102
1835,299.46417,294.07938,303.45294
1836,300.07706,293.85968,303.90414
1837,299.00763,295.33466,303.31686
1838,296.71713,297.22495,301.76392
1839,298.5659,298.62448,299.5358
1840,300.62662,300.1171,303.3569
1841,301.82275,301.31818,305.48917
1842,302.04898,300.2656,306.24045
1843,300.8297,300.7127,303.71484
1844,301.22525,300.8346,303.55075
1845,301.46097,301.92276,304.6994
1846,300.1955,299.1812,305.84885
1847,299.55417,301.1651,307.00482
1848,293.71606,303.38205,304.6749
1849,292.9747,300.739,303.58127
1850,292.86215,299.57562,305.7304
1851,294.38934,298.06747,307.52496
1852,295.33206,297.67194,305.49768
1853,297.13757,296.81754,304.9887
1854,298.7607,297.79688,304.11768
1855,298.27335,300.16705,303.90042
1856,297.3608,297.91977,306.0407
1857,299.51392,295.51215,306.20135
1858,300.47263,294.08667,307.31854
1859,301.81567,294.87347,307.73895
1860,298.45633,295.17758,305.81366
1861,298.40305,294.86578,305.04672
1862,297.62668,296.32874,303.57098
1863,293.0102,298.04144,302.9421
1864,294.7091,298.79987,304.30576
1865,294.68127,291.45334,295.35907
1866,296.7112,292.7884,294.73965
1867,295.06558,296.2564,293.64572
1868,291.68375,299.63022,294.12488
1869,294.20102,301.18353,293.6849
1870,298.57947,302.23157,296.9589
1871,299.53882,303.03677,299.92245
1872,300.10016,302.5838,299.71066
1873,302.02115,300.40033,295.7634
1874,299.89648,295.57285,293.4935
1875,300.3151,299.78696,293.50293
1876,301.14532,301.96442,295.95526
1877,302.3978,301.11792,297.41904
1878,299.92966,299.6378,298.36563
1879,295.3842,302.26532,300.34387
1880,290.22702,302.45627,302.74115
1881,295.69507,301.7716,299.8673
1882,298.82584,302.20514,300.84692
1883,298.14603,304.20074,300.95557
1884,296.52527,303.40036,301.34384
1885,295.5796,299.48938,300.41724
1886,298.13303,296.5133,299.74664
1887,294.6511,294.4638,298.44916
1888,295.0632,292.97263,299.13223
1889,299.73776,294.67163,299.6858
1890,303.53885,298.05255,300.61554
1891,299.46594,298.7799,303.1729
1892,297.6806,298.3202,304.03558
1893,297.725,300.29065,302.87796
1894,297.60007,299.60568,302.51703
1895,299.01413,298.0531,302.57095
1896,299.33862,298.8448,303.26077
1897,300.78943,299.25552,301.5135
1898,300.47797,297.77838,296.8832
1899,301.57465,297.87256,294.72647
1900,302.61035,299.14154,296.87592
1901,302.26984,300.5372,300.33978
1902,299.0704,302.34354,303.44647
1903,296.97708,303.58514,299.3977
1904,296.98657,301.26508,299.72226
1905,294.44443,299.2521,301.94305
1906,291.2876,301.165,301.92773
1907,293.26065,302.24237,298.9028
1908,295.02945,303.2542,299.38818
1909,298.38705,303.28674,301.31195
1910,297.76526,302.1098,303.8725
1911,299.2078,302.37518,306.86084
1912,299.73776,303.9516,304.06387
1913,297.13876,301.5918,299.05624
1914,293.64084,300.32004,297.72122
1915,293.15466,299.3851,297.346
1916,295.54346,300.54077,300.4685
1917,297.0156,302.00748,301.29047
1918,298.89627,300.77994,302.01938
1919,299.6039,298.70093,300.82477
1920,299.79047,299.1985,298.0349
1921,299.23026,299.9704,299.26724
1922,297.52246,301.1085,301.5462
1923,296.73904,302.62238,300.9372
1924,295.59677,303.497,300.85498
1925,296.9185,301.07568,301.9657
1926,298.05423,297.43732,304.23428
1927,298.95908,294.43057,305.5766
1928,300.56503,296.80396,305.54037
1929,297.2175,299.86224,305.91403
1930,298.07913,301.3893,305.83984
1931,300.50818,302.4738,305.21487
1932,303.0687,302.4682,304.69022
1933,303.5957,301.61176,303.80396
1934,302.51917,299.69794,304.01788
1935,303.56198,300.0794,303.80627
1936,300.9576,296.2479,302.66098
1937,297.71317,293.08978,302.69724
1938,295.08987,295.68268,303.3845
1939,296.09006,297.15912,300.97354
1940,297.7842,296.51376,296.21725
1941,299.07748,295.58148,295.72424
1942,300.05283,295.7113,295.8537
1943,299.79935,296.20193,297.28043
1944,300.03738,297.29828,298.6936
1945,301.625,299.0103,299.7599
1946,302.42203,300.39874,300.7812
1947,302.66776,301.12085,300.98727
1948,300.99435,299.30634,302.04132
1949,302.41907,295.83157,300.6325
1950,300.89014,295.34586,295.0916
1951,299.5471,298.51807,293.67648
1952,299.92075,300.8651,294.88242
1953,301.27444,300.89508,295.3135
1954,303.34464,301.86823,296.7724
1955,291.73584,296.027,296.22623
1956,291.68137,295.1683,299.46857
1957,289.29318,296.91962,301.08905
1958,291.20468,297.32233,302.3816
1959,294.54803,298.17926,302.09198
1960,296.51877,298.6521,297.49768
1961,297.5562,297.8826,297.92715
1962,289.73965,295.80106,299.3291
1963,291.0205,295.99945,299.41
1964,293.81018,298.0791,299.4382
1965,298.16202,297.25885,301.19498
1966,298.77548,297.19968,302.98758
1967,297.34958,297.32068,304.36578
1968,297.66223,298.42297,304.06436
1969,296.3411,299.96265,298.25735
1970,295.93137,302.26572,294.84213
1971,298.5404,300.77203,298.31494
1972,297.21277,295.8043,303.069
1973,301.4562,294.5185,303.27115
1974,299.78275,298.43573,304.54907
1975,297.22876,301.03827,304.0497
1976,294.7944,302.83084,302.51727
1977,296.88354,303.4553,301.05
1978,298.4131,303.3031,303.0346
1979,298.77313,294.473,301.97784
1980,300.81195,290.7718,303.529
1981,301.8281,295.97943,303.71112
1982,301.27502,299.34247,303.8869
1983,301.46628,301.52554,305.26053
1984,299.20834,302.70297,306.95694
1985,297.03635,301.62396,306.5737
1986,298.9644,298.73892,303.80243
1987,299.88818,301.87802,299.81183
1988,299.41977,301.99945,298.38843
1989,296.35178,300.73563,300.47333
1990,292.47665,303.76273,303.81036
1991,292.8758,304.92746,306.09247
1992,296.6881,303.22882,304.99146
1993,298.82288,304.5451,305.9392
1994,300.32935,304.79507,305.68475
1995,299.07455,300.06308,304.27948
1996,300.91382,298.5916,302.3851
1997,302.40012,299.04092,297.67078
1998,302.09518,297.88312,298.47363
1999,294.60904,294.499,300.76474
2000,293.4022,298.65433,304.34805
2001,295.2391,299.71246,304.6467
2002,295.67728,301.36465,300.73145
2003,296.4181,302.58286,300.5197
2004,297.75696,302.4769,302.26617
2005,297.8221,303.26276,304.10236
2006,295.81232,303.92758,304.66785
2007,299.2883,303.90445,303.31616
2008,301.48996,304.9107,303.76874
2009,300.4679,302.41443,303.61847
2010,300.263,297.8318,299.0376
2011,299.9995,298.9577,300.70367
2012,298.39,301.1757,304.00717
2013,301.3804,301.44107,306.613
2014,301.26257,299.16705,306.18817
2015,300.61655,297.3658,304.04044
2016,299.39078,298.06305,306.04767
2017,296.6449,298.30072,306.18057
2018,295.2231,300.35864,308.1188
2019,296.01187,301.0118,301.8793
2020,296.94394,302.98367,301.3883
2021,292.38187,303.4057,303.22934
2022,292.30847,303.22974,305.8085
2023,293.99557,303.66034,307.17984
2024,294.58652,299.70587,307.14227
2025,295.3528,296.04962,306.7206
2026,297.4994,299.7636,307.22772
2027,297.81143,300.8886,305.59506
2028,297.57755,301.84976,304.2393
2029,298.65173,298.76596,302.46954
2030,299.88107,298.3733,304.1966
2031,297.98376,298.03836,307.17126
2032,294.19986,298.47174,307.9002
2033,294.8305,299.4353,308.29224
2034,294.6783,299.2291,309.2465
2035,294.79318,300.41217,309.46268
2036,294.21228,301.91513,308.99445
2037,294.49002,301.7082,307.81793
2038,296.70648,301.52295,306.328
2039,296.7876,297.94296,306.47675
2040,293.12863,297.37018,305.35165
2041,297.86536,300.30328,306.80753
2042,302.39597,300.87173,307.05774
2043,304.0659,301.5188,307.13147
2044,300.73203,302.58304,307.62393
2045,291.57834,294.4794,296.85175
2046,290.46744,292.50836,297.94043
2047,293.33292,291.8676,297.243
2048,293.192,294.47278,296.8565
2049,295.4943,296.17877,297.895
2050,296.79944,297.6232,299.66364
2051,294.84058,297.69577,298.8001
2052,289.86697,297.5905,295.0728
2053,291.19107,296.33368,296.3723
2054,292.70166,297.5661,299.27988
2055,294.51013,295.97815,300.88324
2056,295.28885,294.1783,301.32428
2057,294.62323,294.75812,301.3077
2058,294.52493,297.052,299.82565
2059,296.74673,298.10736,297.93784
2060,297.6569,298.29156,298.86884
2061,296.09238,297.2508,301.81027
2062,297.23587,293.41638,298.91742
2063,296.38315,291.0315,294.92926
2064,293.47147,293.80972,297.3035
2065,295.00577,294.34772,300.21454
2066,295.25156,293.82355,301.64966
2067,291.87146,293.29205,303.0418
2068,292.03073,298.21988,303.62177
2069,294.5563,298.4759,305.02832
2070,296.48856,299.6097,305.67065
2071,299.20776,299.05304,305.09686
2072,297.3851,298.0944,303.2954
2073,294.4308,299.44833,302.4859
2074,291.95554,298.48553,302.5241
2075,291.77316,294.4407,302.15796
2076,294.08853,295.32062,303.82
2077,295.10587,297.98004,304.5296
2078,295.28467,300.33865,301.22943
2079,296.79532,297.62717,301.35886
2080,298.42493,298.9835,300.66278
2081,296.53653,302.24933,299.45377
2082,297.60715,304.36765,299.76926
2083,297.70016,302.04633,301.2707
2084,298.50546,299.0069,302.32275
2085,300.13095,296.65594,302.52246
2086,298.7524,293.4449,302.79346
2087,296.9901,296.04514,303.25342
2088,299.36234,299.79996,305.46478
2089,300.68405,301.79132,307.09
2090,301.04407,302.08115,307.7287
2091,301.4343,302.30063,301.90118
2092,300.9292,302.27496,300.26785
2093,296.30142,301.53925,298.2588
2094,297.29688,297.31644,298.72073
2095,298.11343,290.4893,300.71655
2096,298.15195,289.91516,300.83038
2097,295.9266,289.39893,300.09915
2098,293.89963,291.30145,300.41498
2099,294.9744,294.10422,301.20248
2100,297.04578,297.9235,302.26978
2101,298.43857,299.19345,303.3648
2102,299.723,298.9662,303.42975
2103,301.06656,299.3502,304.23425
2104,300.9298,298.90646,305.6856
2105,303.07877,298.43857,307.2097
2106,304.54257,297.98407,306.5678
2107,304.1079,299.56674,303.4546
2108,303.27536,300.10526,304.80923
2109,300.9866,296.97565,302.23676
2110,300.4762,297.59796,300.83743
2111,299.5293,297.45172,301.15936
2112,301.90744,298.21417,300.93573
2113,299.3262,299.39413,299.868
2114,297.50827,296.3158,299.57697
2115,300.70358,293.0788,299.47986
2116,298.92944,294.1456,301.70255
2117,296.82907,296.6401,303.98828
2118,297.7783,296.23846,301.58063
2119,299.1,295.15143,298.8956
2120,299.26877,297.0462,297.52386
2121,297.72736,298.49066,298.7646
2122,291.2432,297.88248,300.38364
2123,295.76257,298.04352,301.95718
2124,299.47543,298.6679,302.42914
2125,295.38242,295.67874,302.1513
2126,289.71124,294.8697,303.0327
2127,292.71884,297.10403,302.8994
2128,295.6003,297.2423,301.8891
2129,294.04825,298.23947,301.80417
2130,296.4169,299.14832,303.27722
2131,299.8473,300.0491,303.98892
2132,303.209,299.39966,303.8409
2133,301.99094,300.108,304.10226
2134,298.5665,297.57224,304.0108
2135,296.7035,289.70068,300.05136
2136,296.92795,291.41608,297.266
2137,297.23114,295.42395,297.52213
2138,294.16727,296.607,297.83817
2139,292.64304,295.40833,297.1245
2140,295.04367,296.88596,300.08145
2141,295.44516,296.3051,299.57672
2142,292.8201,297.42105,300.6193
2143,292.11545,297.25513,302.55167
2144,296.61703,298.7024,301.8204
2145,295.91653,300.02338,301.0704
2146,293.915,301.6278,302.7083
2147,295.4961,303.00317,303.33688
2148,296.45422,299.38242,304.54932
2149,294.60608,299.51935,303.40326
2150,290.49588,301.45145,299.03787
2151,293.96594,299.14957,302.07605
2152,296.02194,297.20142,299.2721
2153,298.5718,301.60822,298.72052
2154,299.3653,302.29282,300.6452
2155,300.59464,297.53107,302.91116
2156,295.69626,296.0595,298.91556
2157,293.66394,293.5499,296.70483
2158,295.6921,291.68295,294.74945
2159,297.99088,294.29352,296.38983
2160,300.29147,296.67703,301.1505
2161,297.8002,293.89508,301.22705
2162,292.55542,295.66684,300.66614
2163,293.25656,297.2669,301.3851
2164,296.36835,298.35876,301.10803
2165,293.01315,300.3376,301.9918
2166,291.33792,301.7938,300.51166
2167,293.89194,302.9549,300.97784
2168,296.21854,302.3556,299.58182
2169,298.14722,298.59805,300.57178
2170,298.69083,298.3899,301.85117
2171,299.03723,300.19455,303.34204
2172,298.9946,302.60318,300.27237
2173,298.06845,302.75076,298.03018
2174,299.4606,301.55817,300.24762
2175,297.92337,301.5374,302.19363
2176,295.0514,302.61536,303.04892
2177,296.26175,304.19403,303.03802
2178,296.67093,299.8399,302.77963
2179,298.3207,298.4731,303.79306
2180,295.5204,300.31082,304.5056
2181,293.11914,301.74127,304.77026
2182,295.86084,300.63187,301.7235
2183,297.80435,304.7654,299.79996
2184,297.7623,304.47916,299.52905
2185,297.4153,300.52103,299.98618
2186,297.81857,304.27585,301.27634
2187,296.4767,304.55826,302.42026
2188,295.82712,303.08954,301.01547
2189,297.24356,303.65564,301.89694
2190,298.69852,303.3023,302.92313
2191,301.04703,303.23108,302.90054
2192,301.91516,297.24744,299.34772
2193,300.07886,293.1955,297.50525
2194,299.98764,298.47153,299.971
2195,301.42126,302.07944,301.81134
2196,297.407,302.54605,303.9621
2197,293.80484,304.02936,304.3001
2198,295.4055,303.9928,300.54584
2199,295.60684,301.74646,301.508
2200,294.39706,300.9649,301.68854
2201,292.84378,299.22446,303.00238
2202,293.4484,297.7948,304.4536
2203,294.32776,300.33115,300.41672
2204,295.3552,297.50446,299.37335
2205,297.05408,296.39117,303.23428
2206,298.62033,299.11743,305.14655
2207,299.34396,295.65167,305.1038
2208,299.18408,293.38336,304.75952
2209,294.7725,295.6022,306.05905
2210,292.76562,297.83725,306.92133
2211,293.83862,297.01117,305.49518
2212,294.87787,298.34265,302.52573
2213,294.0974,300.66418,299.82724
2214,292.61758,300.28015,300.04327
2215,292.99423,302.27112,300.54187
2216,292.34695,303.34186,300.18362
2217,291.29764,300.25034,300.5517
2218,291.91943,295.27032,301.5992
2219,292.75436,291.49347,301.7129
2220,294.45032,294.83926,301.6822
2221,295.6566,298.00967,303.083
2222,297.5077,298.53632,304.41608
2223,299.3499,292.5617,302.3327
2224,294.83762,289.32516,301.18378
2225,294.78076,290.87732,300.69992
2226,298.42908,296.5575,298.6542
2227,300.9659,297.83673,298.556
2228,300.66272,298.55878,297.0318
2229,294.77072,296.72955,293.83905
2230,297.56393,295.88373,293.7292
2231,296.91257,297.4582,295.298
2232,297.40878,299.5476,297.28287
2233,296.16583,300.89233,299.6161
2234,294.7843,301.79852,298.93814
2235,294.7399,300.80978,299.9178
2236,295.06143,297.7972,303.44116
2237,296.55133,298.4356,304.56116
2238,299.56186,301.6264,304.54272
2239,299.4529,299.0893,303.44012
2240,299.1971,298.81836,302.60864
2241,295.29358,299.7299,303.19135
2242,296.4696,299.77045,303.6496
2243,297.5213,296.33566,303.0679
2244,297.5687,295.2557,303.5714
2245,295.18164,298.59848,305.18668
2246,295.0579,301.2325,302.61984
2247,295.5565,301.57373,303.16638
2248,296.40506,300.08502,303.93564
2249,295.81943,297.96063,304.47052
2250,293.6438,296.05063,305.4194
2251,293.62012,299.35004,305.09308
2252,295.3812,300.34418,303.6703
2253,297.0961,303.8527,304.437
2254,296.9451,304.35703,306.0299
2255,298.2704,303.55206,307.43686
2256,301.21286,304.44104,308.19662
2257,300.45132,305.36926,302.7985
2258,299.87158,304.24597,302.553
2259,300.20203,299.44098,302.5334
2260,300.40216,300.58487,300.5484
2261,301.532,302.30307,300.56775
2262,302.1005,302.6684,302.72455
2263,302.473,302.0495,305.6534
2264,301.41238,300.60355,307.68008
2265,299.8236,301.39917,305.34555
2266,296.25998,301.01706,300.44757
2267,298.2852,303.29514,302.75983
2268,300.809,304.08868,304.97482
2269,299.04373,304.52985,303.4478
2270,300.1067,304.94586,298.3291
2271,296.67862,306.09143,296.36298
2272,296.8569,306.59113,300.71106
2273,297.52664,305.67096,304.64487
2274,297.57397,305.2871,303.89728
2275,296.75742,302.8556,301.13153
2276,293.15408,302.885,300.62686
2277,294.42664,305.32358,302.49988
2278,297.2045,304.30698,306.04083
2279,298.2698,298.3168,308.15448
2280,298.4877,292.3762,308.83005
2281,293.6805,293.5268,308.0776
2282,294.5131,295.90625,306.96536
2283,295.65775,298.0903,306.76245
2284,298.60257,300.8652,306.36902
2285,299.3546,303.57336,305.19687
2286,294.98862,305.37607,303.2142
2287,288.3392,306.27838,303.7019
2288,287.19217,305.36948,306.6876
2289,290.00912,302.58322,309.14233
2290,292.23328,302.81363,309.42218
2291,295.1621,304.67056,309.39252
2292,297.6427,303.17993,309.48712
2293,299.27112,300.98105,310.14838
2294,297.33835,297.98718,311.02518
2295,296.6668,300.77457,311.15167
2296,297.85645,304.21866,311.85754
2297,295.9195,302.26627,311.3216
2298,293.76224,301.27148,310.13757
2299,294.25198,302.7188,308.0922
2300,295.62698,303.5461,307.19022
2301,296.80063,301.2464,305.0023
2302,296.5087,300.1451,303.8737
2303,295.29773,299.55438,300.56378
2304,296.26352,301.37543,297.18906
2305,297.0908,302.77167,297.97928
2306,297.725,302.9545,299.647
2307,298.80984,301.92947,302.37286
2308,298.9111,297.9879,304.8582
2309,298.69556,298.02008,305.4294
2310,299.41562,300.12106,304.56757
2311,299.1888,301.00995,305.5744
2312,297.06946,301.9168,305.79758
2313,296.60995,299.6954,306.6729
2314,297.83276,296.7024,307.06573
2315,294.90988,294.49063,301.46164
2316,290.82864,294.81927,297.26352
2317,291.21475,295.88248,294.5126
2318,294.59485,296.27676,294.53207
2319,293.20206,297.73785,294.79745
2320,294.1939,299.25003,297.3045
2321,290.34488,292.96838,299.98944
2322,291.2615,293.04846,301.92743
2323,294.90808,296.18625,301.8197
2324,293.29263,297.8195,300.9953
2325,290.18085,296.39545,303.5452
2326,291.00394,293.26035,304.21414
2327,293.35364,295.78723,301.60294
2328,294.73575,297.048,299.63388
2329,296.43704,291.67426,302.8167
2330,297.3253,291.1232,303.0582
2331,296.5993,294.1386,299.35272
2332,294.88498,296.67212,301.03787
2333,296.8782,299.0987,300.05426
2334,293.73975,298.20663,297.18466
2335,293.9908,295.05588,298.43585
2336,298.072,294.9794,301.68622
2337,299.73007,296.46466,302.79422
2338,296.68634,297.1754,300.60065
2339,294.10687,297.50266,301.73254
2340,295.25568,297.39066,303.91727
2341,297.1571,298.61258,302.15472
2342,298.31656,299.8368,300.7618
2343,298.28934,300.21353,298.62018
2344,299.93082,299.55695,299.659
2345,299.79224,297.64786,303.4756
2346,298.39175,299.1639,305.81815
2347,297.6036,300.15088,306.61282
2348,298.1342,300.60092,303.9262
2349,297.0612,302.27072,306.5318
2350,296.71182,304.66556,309.07104
2351,298.1774,304.40485,309.46393
2352,301.3721,297.32037,306.36627
2353,301.39108,294.20523,303.00302
2354,301.29398,293.85577,299.02594
2355,302.8715,297.14508,299.36655
2356,300.97006,298.9196,300.1209
2357,297.22226,299.47144,298.12534
2358,298.63693,298.8978,297.12964
2359,294.67297,300.66748,297.91772
2360,298.0507,300.82904,299.30768
2361,300.74026,301.6867,300.19073
2362,295.30307,302.1033,301.65146
2363,292.0396,303.15912,302.13614
2364,291.83356,302.23056,302.23065
2365,294.59717,301.57623,302.05975
2366,296.73074,301.47644,302.45758
2367,294.68246,302.93817,303.09195
2368,293.46674,302.8939,303.91122
2369,295.2012,302.39728,304.15533
2370,296.18478,298.38452,303.98282
2371,295.5541,293.80676,305.1744
2372,295.73886,297.26086,304.65616
2373,297.2572,300.0895,304.6736
2374,299.47897,301.35004,305.04
2375,300.6799,301.90253,306.40704
2376,298.60852,302.4249,308.14307
2377,295.55826,302.63074,308.12836
2378,298.4634,303.47656,306.40936
2379,300.16708,300.327,306.2774
2380,300.64084,297.3831,307.75928
2381,299.45233,295.9247,308.27994
2382,300.2932,299.31226,304.67462
2383,298.63516,300.52716,300.659
2384,296.41928,300.92386,298.7127
2385,296.57028,299.86798,298.31284
2386,294.9128,300.95935,300.7064
2387,294.16196,303.59393,304.06503
2388,295.43808,303.1352,307.65363
2389,296.79355,300.35385,310.35907
2390,297.96243,297.0882,309.94324
